"chr","start","end","length","nCG","meanMethy1","meanMethy2","diff.Methy","areaStat","feature_class","nearest_gene","distance_to_TSS","in_CpG_island","gene_symbol"
"chr9",50617158,50617323,166,38,0.0473483406567316,0.0896283894291324,-0.0422800487724008,-206.070752971609,NA,"XM_036155083.1",-6392,TRUE,"Dixdc1"
"chrX",13486205,13486361,157,42,0.835230172934209,0.799909014095924,0.035321158838285,205.889174646518,"intron","XM_006527625.5",-3416,TRUE,"Gpr34"
"chr11",121451879,121452039,161,30,0.0479942704514838,0.084400403034627,-0.0364061325831432,-205.655107716974,"intron","XM_006531975.1",16849,TRUE,"Tbcd"
"chr9",4977626,4977754,129,33,0.859090355119491,0.741900470516144,0.117189884603347,205.356350258169,"prom","Gm7390",-142,FALSE,NA
"chr14",50558245,50558477,233,35,0.884815726559539,0.823754351608348,0.061061374951191,205.020018392966,NA,"NM_146664.2",0,TRUE,"Olfr734"
"chr2",74825757,74825817,61,25,0.0446464511252545,0.0793602548281197,-0.0347138037028652,-204.682528335955,NA,"XR_001783335.1",-66137,FALSE,"Gm46748"
"chr6",38551352,38551516,165,41,0.0749642569903044,0.116013950643856,-0.0410496936535516,-204.439493518018,"intron","XM_036165937.1",15109,TRUE,"Luc7l2"
"chr18",82914608,82914848,241,32,0.0573601165424518,0.101549592759909,-0.0441894762174577,-203.279809215013,NA,"NR_166715.1",-5324,FALSE,"Gm30889"
"chr2",118388458,118388693,236,31,0.0642522049195231,0.116434603998859,-0.0521823990793354,-203.030069044058,NA,"NM_001424741.1",-3219,FALSE,NA
"chr15",99370419,99370592,174,43,0.0612493879736326,0.0854113344438793,-0.0241619464702467,-202.339598440803,"intron","NM_029236.2",2020,TRUE,"Bcdin3d"
"chr10",80568990,80569217,228,45,0.931269198814515,0.905512793949717,0.0257564048647985,202.267343031344,"intron","NM_007460.2",8893,TRUE,"Ap3d1"
"chr5",103754229,103754290,62,28,0.0572034498884466,0.0827353084088258,-0.0255318585203792,-201.778084770856,"exon","XM_006535278.4",22754,TRUE,"Slc10a6"
"chr2",174327955,174328400,446,28,0.432956709077157,0.364302530323462,0.0686541787536958,201.763331838795,NA,"XR_003953978.1",-8031,FALSE,"Gm52540"
"chr2",74578412,74578603,192,22,0.0446813097211136,0.0913787273178791,-0.0466974175967655,-201.715722479126,"exon","NR_110447.1",-4425,TRUE,"Gm14424"
"chr2",19430831,19430943,113,28,0.0721367677776911,0.100841615284946,-0.0287048475072545,-201.648747052563,"intron","XR_003953767.1",6287,TRUE,"Gm13344"
"chr11",98412308,98412459,152,32,0.0713047702023564,0.107189012302941,-0.0358842421005851,-201.129566297483,"intron","NM_011771.1",24399,TRUE,"Ikzf3"
"chr3",37419878,37420139,262,26,0.0506564315590589,0.0791499851946149,-0.028493553635556,-200.882861567935,"intron","XR_389695.3",-15889,TRUE,"Fgf2os"
"chr19",8819991,8820118,128,27,0.057046756829322,0.0926399774032372,-0.0355932205739152,-200.353180253271,"intron","XM_030250754.1",2053,TRUE,"Bscl2"
"chr15",83367198,83367316,119,28,0.220355091447771,0.299131916135625,-0.0787768246878541,-200.192982436385,"exon","XR_003951513.2",-4943,TRUE,"Gm52181"
"chr3",152340153,152340290,138,36,0.0474505383675023,0.0769528251220073,-0.0295022867545049,-200.125991525864,"intron","NR_040386.1",-32260,TRUE,"AI115009"
"chr7",19382083,19382243,161,55,0.043224395125765,0.0613985272682984,-0.0181741321425335,-200.093010935193,"intron","XM_006540227.1",16705,TRUE,"Clptm1"
"chr10",3973753,3973934,182,36,0.0615469375015862,0.105670433742997,-0.0441234962414105,-199.846305826445,"intron","XM_036155795.1",-23909,TRUE,"Mthfd1l"
"chr5",150952836,150952957,122,31,0.0653868096961095,0.0899033301823003,-0.0245165204861908,-199.742142988495,NA,"Gm8675",-20031,FALSE,NA
"chrX",42149141,42149479,339,34,0.0431266170221166,0.0748214295503222,-0.0316948125282056,-199.63605885161,"intron","Gm14578",-160960,TRUE,NA
"chr7",29156191,29156297,107,23,0.0369125370436292,0.0759131714758482,-0.0390006344322189,-199.319630274548,"intron","XM_006540399.4",48581,TRUE,"Sipa1l3"
"chr4",124986261,124986452,192,48,0.0434096286677799,0.0678361283703254,-0.0244264997025455,-199.048314035568,"intron","NR_164336.1",7309,TRUE,"Meaf6"
"chr15",85879290,85879618,329,38,0.053885730641837,0.0790385609321919,-0.0251528302903549,-198.005564032209,NA,"XM_006520382.4",-1396,TRUE,"Celsr1"
"chr10",128458491,128458614,124,25,0.0436591377044971,0.0844156203369136,-0.0407564826324164,-197.885581331044,NA,"NM_013765.2",3762,FALSE,"Rps26"
"chr10",29147457,29147633,177,34,0.0548697872573345,0.102525421362948,-0.0476556341056136,-197.675977936381,NA,"XM_006512797.4",-26507,FALSE,"Echdc1"
"chr10",50894377,50894480,104,35,0.0806896151129225,0.147821244171309,-0.0671316290583862,-197.490793378378,NA,"XM_006512631.1",109767,FALSE,"Sim1"
"chr4",28813239,28813579,341,34,0.0472002817976349,0.0741134136189377,-0.0269131318213027,-197.081026507089,NA,"XM_036163652.1",-53,TRUE,"Epha7"
"chr4",25281777,25281921,145,34,0.0508377132201979,0.0770307704329246,-0.0261930572127267,-197.064587562991,NA,"NM_001355512.1",0,TRUE,"Ufl1"
"chr4",3938299,3938515,217,36,0.0586257349990124,0.0976051555554251,-0.0389794205564126,-196.834878772505,NA,"XM_006538116.5",0,TRUE,"Plag1"
"chr16",4586859,4587001,143,32,0.0496063134839521,0.0925368757773555,-0.0429305622934034,-196.500283012677,NA,"XM_006522468.1",2140,TRUE,"Cdip1"
"chr9",31913558,31913730,173,27,0.048782345687335,0.0785659704208208,-0.0297836247334859,-196.449616467865,"intron","XR_004935872.1",2991,TRUE,"Gm47465"
"chr12",100199442,100199584,143,38,0.0519407822081556,0.0850385265136971,-0.0330977443055415,-196.439311690937,NA,"XR_872931.4",9144,FALSE,"Gm40557"
"chr7",84086336,84086524,189,27,0.0689286420745426,0.103996331755361,-0.0350676896808184,-196.314587691929,"intron","XR_001778207.1",6849,TRUE,"Gm31284"
"chr2",30061796,30062094,299,40,0.0491048211157736,0.0969664010686182,-0.0478615799528446,-196.270074216629,NA,"NR_184725.1",273,TRUE,NA
"chr8",70112639,70112924,286,35,0.210790823007235,0.296329507069635,-0.0855386840623997,-195.944167524007,"intron","NM_001177527.1",5435,TRUE,"Zfp964"
"chr2",180104414,180104610,197,63,0.0589756085115937,0.0771560437979307,-0.0181804352863369,-195.506584712225,"intron","XM_036157369.1",1630,TRUE,"Slco4a1"
"chr5",102222950,102223147,198,36,0.924584816667371,0.859668768617421,0.06491604804995,195.325364673942,NA,"XM_006535222.5",-2870,FALSE,"Wdfy3"
"chr8",119840593,119840761,169,32,0.0465839052678266,0.0927401902373746,-0.046156284969548,-195.121097609831,"intron","XR_003947472.1",-56398,TRUE,"Gm31893"
"chr4",46389184,46389332,149,24,0.0392506908179699,0.0740686845437349,-0.034817993725765,-195.100038055601,NA,"NM_029086.2",92,TRUE,"Trmo"
"chr2",11777609,11777758,150,30,0.0555887569191871,0.0802259926798372,-0.0246372357606501,-194.968415353005,"intron","XR_004940642.1",-4144,TRUE,"Ankrd16"
"chr12",17881999,17882158,160,42,0.0381270841332462,0.0615980416356441,-0.0234709575023978,-194.900208806811,"intron","XR_872514.1",16845,TRUE,"Gm40312"
"chr7",4470306,4470389,84,20,0.19631628171878,0.287676309470347,-0.0913600277515669,-194.298375829453,NA,"NM_001290416.1",2460,TRUE,"Eps8l1"
"chr8",70839133,70839223,91,24,0.0536427259446227,0.0879028599385185,-0.0342601339938959,-193.46576649853,"intron","XM_006509539.2",11501,TRUE,"Comp"
"chr5",80607761,80607918,158,29,0.938323571352369,0.878681615429551,0.0596419559228174,193.357338779995,NA,"XR_004942802.1",361008,FALSE,"Gm24304"
"chr8",75453655,75453925,271,36,0.929690740334869,0.864686287773179,0.0650044525616902,193.228939309614,NA,"NM_001294278.2",-145401,FALSE,"Isx"
"chr2",39065397,39065560,164,35,0.037755753917661,0.0698580677049429,-0.0321023137872819,-193.162257455743,"intron","NR_033526.1",-13151,TRUE,"Gm16523"
"chr2",181135065,181135177,113,38,0.0399799187043208,0.0641788895882498,-0.024198970883929,-193.089525342438,NA,"NM_183181.2",68,TRUE,"Abhd16b"
"chr6",39419890,39420092,203,44,0.0462787939525959,0.0665056838367773,-0.0202268898841814,-192.621393766078,NA,"XM_017321683.2",-19411,FALSE,"Mkrn1"
"chr16",4586627,4586724,98,19,0.0556454357164158,0.109887387434634,-0.054241951718218,-191.853229707125,"exon","XM_006522468.1",2417,TRUE,"Cdip1"
"chr2",168268916,168269149,234,31,0.894102517377426,0.846674818896013,0.0474276984814134,191.843902168899,NA,"Gm14234",-8515,FALSE,NA
"chr14",31019438,31019628,191,45,0.0384932689758639,0.0587477119079367,-0.0202544429320728,-191.501407852468,"intron","NM_001033668.1",26226,TRUE,"Dnah1"
"chr2",38710727,38710860,134,33,0.0665184906230589,0.103852205897286,-0.0373337152742271,-191.371918417578,"intron","NR_190022.1",-2495,TRUE,NA
"chr8",88627423,88627507,85,36,0.859118963411963,0.836891425000828,0.0222275384111351,191.036774909323,"intron","XR_003947429.1",-26604,TRUE,"Gm34412"
"chr8",15028899,15029133,235,26,0.41297021553967,0.493625871964277,-0.0806556564246068,-190.347105965455,"intron","XM_006508773.5",17326,TRUE,"Arhgef10"
"chr8",71988546,71988750,205,35,0.115609296069612,0.184035610585645,-0.068426314516033,-190.081951841474,"intron","NM_198095.3",1367,TRUE,"Bst2"
"chr16",22657264,22657379,116,30,0.0627416496795451,0.103628768642574,-0.0408871189630291,-189.661852177283,"intron","XM_006522569.3",6020,TRUE,"Tbccd1"
"chr11",50210394,50210563,170,23,0.0547603155150874,0.111608654032983,-0.0568483385178959,-189.615944296977,"intron","NM_007597.3",5938,TRUE,"Canx"
"chrX",106186858,106187107,250,32,0.0673330268625301,0.11740586159712,-0.0500728347345902,-189.57538958463,NA,"NM_001122596.1",-5426,FALSE,"P2ry10b"
"chr6",71632568,71632705,138,37,0.0883315281996359,0.155733977346647,-0.0674024491470114,-189.379637852383,NA,"Gm6063",-13448,FALSE,NA
"chr1",20820228,20820334,107,20,0.0546399556660541,0.0987454205058989,-0.0441054648398447,-188.84759737498,NA,"NM_010552.3",19101,FALSE,"Il17a"
"chrX",137119067,137119242,176,33,0.06648382589982,0.100432191816215,-0.0339483659163946,-188.367876117631,"intron","NM_026469.4",-8711,TRUE,"Tex13a"
"chr3",16994653,16994935,283,30,0.90520749552775,0.871865824504906,0.0333416710228441,187.546695305621,NA,"Gm51435",-35833,FALSE,NA
"chr3",108940457,108940564,108,33,0.480308008079289,0.555250996963112,-0.0749429888838238,-187.543230330301,NA,"XM_036163141.1",-4870,FALSE,"Fam102b"
"chr12",24493629,24493744,116,28,0.401161652691597,0.451085367310584,-0.0499237146189875,-186.79274023755,NA,"n-TEctc14",-23475,FALSE,NA
"chr16",97962285,97962469,185,29,0.0629865099864856,0.106282070120314,-0.0432955601338283,-186.285539964203,NA,"NR_015491.1",-78647,FALSE,"A630089N07Rik"
"chr8",70839315,70839513,199,38,0.0646985421359331,0.0997113004089977,-0.0350127582730646,-186.157978631095,"intron","XM_006509539.2",11683,TRUE,"Comp"
"chr11",60776932,60777036,105,24,0.0678408873321816,0.113822727437038,-0.0459818401048565,-185.885559062935,"exon","XR_879906.2",2786,TRUE,"Gm26534"
"chr19",42129006,42129105,100,20,0.0660617212861791,0.111130401900621,-0.0450686806144421,-185.469078684562,NA,"NM_183195.3",-6774,FALSE,"Marveld1"
"chr3",137918409,137918560,152,39,0.0451739610060181,0.0688934698160674,-0.0237195088100493,-185.402096924588,"intron","NM_009626.4",-4974,TRUE,"Adh7"
"chr1",93051383,93051483,101,18,0.303259117220761,0.485814527564942,-0.18255541034418,-185.253389643345,NA,"XR_387284.2",8381,FALSE,"Gm36472"
"chr13",53475948,53476187,240,47,0.0852016383416103,0.117815199168038,-0.0326135608264278,-185.154274690891,NA,"XR_382387.4",-12163,FALSE,"Gm33631"
"chr11",84525708,84525813,106,22,0.0560670307651079,0.110745338252672,-0.0546783074875641,-184.879542191612,NA,"NR_046197.1",85446,FALSE,"1700109G15Rik"
"chr4",119733636,119733739,104,31,0.035982964663895,0.0611837694897013,-0.0252008048258063,-184.607194133682,"intron","XR_004941818.1",28487,TRUE,"Hivep3"
"chr12",57230637,57230784,148,30,0.0473149458173491,0.0878251272939231,-0.0405101814765739,-184.293859090462,"intron","NM_172577.3",13474,TRUE,"Slc25a21"
"chr4",146942123,146942316,194,34,0.446658001863111,0.38586587011765,0.0607921317454607,184.229705707229,NA,"Gm21082",-19492,FALSE,NA
"chr14",28505775,28505873,99,33,0.0970508676159273,0.140470404757777,-0.0434195371418497,-184.199789954827,"intron","XR_383318.1",14500,TRUE,"Gm35217"
"chr3",152346764,152346881,118,35,0.0497067764546869,0.0744409393528279,-0.024734162898141,-184.101068640876,"intron","NR_040386.1",-25669,TRUE,"AI115009"
"chr10",73550348,73550627,280,42,0.772832162925518,0.661918522211013,0.110913640714505,183.83920710587,NA,"Gm6407",-23503,TRUE,NA
"chr2",29125217,29125380,164,43,0.0444937656441305,0.0661711394348165,-0.021677373790686,-183.793868973202,"intron","NM_133501.2",12732,TRUE,"Ntng2"
"chr2",164786204,164786446,243,41,0.0605103419445521,0.0917148367837283,-0.0312044948391762,-183.638134025151,"intron","NM_013599.5",-3712,TRUE,"Mmp9"
"chr18",13972860,13972949,90,35,0.0742551040416411,0.132365816184331,-0.0581107121426895,-183.554256362233,"intron","XM_006525820.5",81347,TRUE,"Zfp521"
"chr7",12965905,12966181,277,30,0.0429739304194368,0.0736917640172528,-0.030717833597816,-183.336686537851,NA,"Vmn1r-ps69",-11908,FALSE,NA
"chr13",58808664,58808848,185,26,0.112997394816876,0.230912527715489,-0.117915132898613,-183.309693209346,NA,"XR_382519.4",28433,FALSE,"Gm34058"
"chr13",96671025,96671186,162,20,0.03717816720427,0.0756412390777861,-0.0384630718735161,-183.095416732013,"intron","XM_006517680.5",7833,TRUE,"Polk"
"chr8",3500610,3500682,73,22,0.0351220686004732,0.0650397507069492,-0.029917682106476,-182.971716240976,"intron","XM_017313004.3",-15284,TRUE,"Tex45"
"chr4",99194125,99194242,118,23,0.0613210506977595,0.10513906689801,-0.0438180162002505,-182.960083513075,NA,"XR_867951.2",-8624,FALSE,"Gm35379"
"chr1",65186929,65187052,124,30,0.056707818083675,0.0879020999291851,-0.0311942818455102,-182.782097100774,NA,"XR_003947354.2",-24421,FALSE,"D630023F18Rik"
"chr6",84105575,84105659,85,26,0.0631846451594614,0.102609878324454,-0.0394252331649923,-182.504073109979,"intron","XM_017321594.1",22039,TRUE,"Dysf"
"chr11",88717935,88718049,115,41,0.0529415022259632,0.074086843234212,-0.0211453410082488,-182.47818998361,NA,"NM_009648.2",24281,FALSE,"Akap1"
"chr8",18432501,18432795,295,32,0.909824967440886,0.854871355788726,0.0549536116521604,182.320558512781,NA,"XR_001778743.1",-48154,FALSE,"1700014L14Rik"
"chr1",166940177,166940274,98,24,0.268724519269413,0.510557675573409,-0.241833156303997,-182.185404026457,NA,"XR_373686.2",7022,FALSE,"Gm33668"
"chr5",143180374,143180473,100,18,0.0423413926371914,0.0960739143122935,-0.053732521675102,-181.401552662843,"intron","XM_006504715.5",12427,TRUE,"Spdye4b"
"chr11",52360810,52360900,91,25,0.0562205635151528,0.0858725933490251,-0.0296520298338723,-181.134503159094,NA,"Gm12209",11212,FALSE,NA
"chr12",59066712,59066813,102,19,0.050529466500099,0.0970284775708713,-0.0464990110707723,-181.133827418607,"intron","NM_025656.5",6537,TRUE,"Gemin2"
"chr15",80014164,80014399,236,42,0.0485706345854886,0.0777796252686309,-0.0292089906831423,-181.019056533132,"intron","XM_006521259.4",-2934,TRUE,"Tab1"
"chr12",70938071,70938157,87,20,0.0495490704849273,0.0967946083844288,-0.0472455378995015,-180.925023915341,"intron","XR_004937623.1",-12018,TRUE,"Gm32664"
"chr11",99350954,99351063,110,20,0.732669051366644,0.639121282162176,0.0935477692044681,180.698720103535,NA,"NM_023256.2",-21976,FALSE,"Krt20"
"chr3",19694168,19694229,62,19,0.0574936302079401,0.106991111135937,-0.049497480927997,-180.084510081743,NA,"XM_006535489.5",-4362,FALSE,"Trim55"
"chr10",42761681,42761770,90,29,0.0449006198483056,0.080610886709908,-0.0357102668616024,-180.072079871082,"intron","XR_380280.5",-20693,TRUE,"Gm34006"
"chr4",126605636,126609778,4143,29,0.08176387930225,0.113355878669597,-0.0315919993673466,-180.040405911937,NA,"NM_198960.2",20285,FALSE,"Tfap2e"
"chr2",174299131,174299278,148,27,0.435346782269986,0.482707196914924,-0.0473604146449386,-179.361389013214,"exon","NM_025983.3",6617,TRUE,"Atp5e"
"chr15",6386820,6387072,253,27,0.0501958803496509,0.0959022400872395,-0.0457063597375886,-179.262661110848,"intron","Gm18888",-27450,TRUE,NA
"chr2",154549779,154549921,143,28,0.0902023050531563,0.156984961767796,-0.0667826567146401,-178.938104187163,NA,"Rpl5-ps2",4096,FALSE,NA
"chr11",51289742,51289866,125,29,0.0538087871840443,0.0852332357262034,-0.0314244485421592,-178.840825786029,"intron","NM_153393.2",108997,TRUE,"Col23a1"
"chr7",24081848,24082127,280,31,0.333030919668287,0.27379666161791,0.0592342580503768,178.806166997961,NA,"NR_182007.1",12100,TRUE,NA
"chr11",120467558,120467708,151,38,0.0526925755550042,0.0866732896751603,-0.0339807141201561,-178.679809415424,NA,"NM_011032.3",-3480,FALSE,"P4hb"
"chrX",103165164,103165292,129,29,0.0415665346404965,0.0737172544802597,-0.0321507198397632,-178.661590491569,"intron","NR_030430.1",-5285,TRUE,"Mir672"
"chr13",94359060,94359164,105,20,0.0561080207380328,0.103860677183306,-0.0477526564452734,-178.629845353758,"intron","XM_006517515.3",23945,TRUE,"Scamp1"
"chr5",3596348,3596864,517,20,0.0668926643330874,0.109523874182466,-0.0426312098493787,-177.918256434449,"intron","NM_001042501.1",2517,TRUE,"Fam133b"
"chr19",47865409,47865545,137,20,0.0427665787561154,0.0796321157362923,-0.0368655369801769,-177.618197781312,"intron","XM_036161675.1",9079,TRUE,"Gsto2"
"chr7",30956853,30956991,139,37,0.0330751005185185,0.0524523517722054,-0.0193772512536869,-177.452756608559,NA,"NM_001310660.1",-6170,FALSE,"Scgb2b1"
"chr7",16615043,16615157,115,30,0.0686900874883721,0.109464488574346,-0.0407744010859741,-177.328265156583,"intron","NM_001081655.1",5803,TRUE,"Dact3"
"chr15",83366934,83367046,113,25,0.225759070881536,0.301593650269359,-0.0758345793878221,-176.898272320429,NA,"XR_003951513.2",-4679,FALSE,"Gm52181"
"chr2",128127055,128127292,238,33,0.0474338461143515,0.0745975905241155,-0.027163744409764,-176.878529608868,NA,"XR_004941061.1",95031,FALSE,"Gm14009"
"chr11",54522774,54522897,124,28,0.0619524414100171,0.0905530242392421,-0.0286005828292249,-176.302678658868,"intron","NM_001252497.1",35804,TRUE,"Rapgef6"
"chr13",41250086,41250250,165,35,0.0507710033834446,0.0806476311785408,-0.0298766277950962,-176.237214469758,NA,"NM_008104.2",13215,FALSE,"Gcm2"
"chr6",114969891,114970075,185,27,0.10856885726403,0.175739437339743,-0.0671705800757121,-176.064883731074,NA,"Gm52944",-9933,FALSE,NA
"chr15",50889496,50889675,180,46,0.0761940658462822,0.168491677557369,-0.0922976117110863,-176.059130044452,NA,"XR_384083.2",-55557,FALSE,"Gm34446"
"chr2",174298908,174299007,100,13,0.435742434870582,0.516791728714365,-0.0810492938437835,-175.190656434829,"exon","NM_001080971.2",6522,TRUE,"Tubb1"
"chr1",119053699,119053783,85,20,0.0463151814073935,0.0825683873126249,-0.0362532059052315,-175.068691861254,NA,"XR_001779337.2",783,TRUE,"Gm41934"
"chr4",129514446,129514561,116,30,0.0550064196273776,0.0979223409144083,-0.0429159212870307,-174.558943438351,NA,"XM_030253696.2",948,TRUE,"Ccdc28b"
"chr13",92611145,92611257,113,30,0.0451576059613309,0.0706207232865644,-0.0254631173252334,-174.386056033487,"intron","NM_001163627.1",9283,TRUE,"Fam151b"
"chr15",98792541,98792631,91,30,0.116953219717853,0.220607975220908,-0.103654755503055,-174.203184899535,"intron","XM_006520406.5",1989,TRUE,"Dhh"
"chr13",31625508,31625746,239,30,0.0700040470680375,0.108705092638622,-0.0387010455705847,-174.058238237287,NA,"XR_004938309.1",14266,FALSE,"Gm23351"
"chr19",8941705,8941765,61,18,0.0470670593333045,0.0912517238868296,-0.0441846645535251,-173.870841114719,NA,"NM_026007.4",-2640,TRUE,"Eef1g"
"chr11",107793998,107794184,187,29,0.0787492604172537,0.138280816721703,-0.0595315563044493,-173.657434214592,"intron","NM_080644.3",8005,TRUE,"Cacng5"
"chr1",138856532,138856744,213,37,0.0694059495306984,0.118406569190108,-0.0490006196594096,-173.616186338951,NA,"NM_001166501.1",-34703,FALSE,"Dennd1b"
